,image,locus,locus_subtype,feature_type_name,feature_subtype_name,notes
832,image: locus_10853.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image displays a series of segmented contours resembling terraces, likely used for agriculture or settlement elevation. The visible patterns suggest organized planning, possibly for ceremonial purposes. There are subtle structures that hint at communal use, perhaps for gatherings."
833,image: locus_2057.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image depicts clustered shapes that resemble enclosed areas typical of corral structures. These are possibly associated with livestock management. The layout suggests a complex, integrated with surrounding terrain. The shapes appear distinct, albeit partially eroded or incomplete in form, hinting at various stages of use or maintenance."
834,image: locus_27767.tif,locus_type_name: Unfortified settlement(2 - Low Confidence),locus_subtype_name: Settlement (general)(3 - Medium Confidence),feature_type_name: Plaza/patio,feature_subtype_name: Patio,notes: The image appears to show a small agricultural area with faint outlines indicating potential farming activity. Circular patterns suggest farming plots or residential boundaries typical of small farm arrangements. The presence of straight and segmented lines may indicate structures possibly used for domestic purposes or field divisions.
835,image: locus_17275.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image appears to show a textured pattern indicative of furrowed or segmented fields. The resolution makes it challenging to discern specific structures, but there are possible hints of domestic architecture based on subtle linear disruptions. The overall pattern is consistent with agricultural activity, possibly suggesting historical crop cultivation."
836,image: locus_11171.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image shows a complex of interconnected structures that resemble livestock enclosures, consistent with typical corrals. The layout suggests areas for animal grazing, divided by natural or artificial boundaries. The terrain in the area appears moderately sloped with some visible paths connecting corrals, which may indicate regular movement patterns."
837,image: locus_22016.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows faint linear features suggesting contour terracing. There are minimal visible structures, but slight irregularities could indicate remnants of domestic features. The overall pattern lacks distinct clarity, typical for unfaced terracing."
838,image: locus_42061.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Sloping fields(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows several irregularly shaped agricultural plots typical of small farms. There are intersecting paths suggesting systematic access routes, and what appears to be small structures indicating potential domestic use. The distribution of plots suggests some organization, possibly for managing different types of crops."
839,image: locus_21354.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a solitary rectangular structure, possibly a residence, surrounded by natural terrain. There is a noticeable path or strip leading towards the structure. The isolation and architectural style suggest a remote dwelling or storeroom. Vegetation and ground patterns hint at limited human activity in the vicinity."
840,image: locus_26114.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a series of contour terraces with noticeable stone facings. The semi-circular patterns suggest traditional agricultural practices aimed at stabilizing slopes and optimizing water use. There are no clear traces of residential or corral structures, making it challenging to definitively identify secondary features."
841,image: locus_21849.tif,locus_type_name: Agropastoral Infrastructure(2 - Low Confidence),locus_subtype_name: Corral(3 - Medium Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image shows a meandering feature that resembles a water canal, likely serving an agricultural area. There are some circular structures that might indicate domestic use, possibly for water management or small dwellings. The terrain around the feature suggests an integration with farming activities."
842,image: locus_25001.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image displays a circular enclosure that is indicative of a corral. The structure appears isolated without nearby residential units, suggesting usage primarily for livestock management."
843,image: locus_8050.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image displays terraced sections on a slope with furrows indicative of agricultural activity. Settlement traces are visible at varied distances, suggesting possible dispersed residential structures interspersed among potential cultivation areas. Linear formations suggest pathways or channels, likely used for water management or access."
844,image: locus_11799.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image displays a circular enclosure that resembles a corral, likely used for containing livestock. The structure appears to be well-defined, suggesting it is an intentional construction. Surrounding terrain seems undisturbed except for a faint path leading towards the top left of the image."
845,image: locus_21135.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Segmented terracing(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows structures that appear to be enclosures, likely used for livestock. The layout suggests a complex of corrals, with distinct boundaries visible. There may be overlapping structures, which indicates modifications or expansions over time."
846,image: locus_14712.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image displays a prominent water body that resembles a reservoir, possibly used for irrigation or livestock. Nearby, a circular structure could potentially be a corral or similar enclosure for animals. The surrounding terrain appears to show terracing or furrowed patterns, suggesting agricultural activity."
847,image: locus_13864.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: Multiple circular enclosures indicative of a corral complex are visible in the image. The structures are distributed unevenly across the terrain, suggesting varying periods of construction. The presence of worn paths or tracks near the structures indicates regular usage, possibly for livestock movement."
848,image: locus_10122.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a pattern of parallel lines consistent with furrowed crop fields, indicative of agricultural activity. The surrounding areas suggest potential domestic structures, but details are not clear enough for high confidence."
849,image: locus_21968.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: Image shows a small, possibly quadrangular structure indicative of domestic architecture surrounded by scattered vegetation and faint terracing patterns. There appears to be one dominant structure amidst evidence of cultivated land or grazing areas, characteristic of a small farmstead."
850,image: locus_15664.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a series of terraced fields with contour lines visible, indicating earthen terracing. The regular patterns suggest agricultural use. There may be small structures indicating possible domestic use, though not clearly distinguishable."
851,image: locus_20962.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a series of faintly visible linear patterns that resemble terracing on sloped terrain, suggesting earthen contour terraces. The lack of distinct architectural features reduces any clarity of additional structures that could be seen as features."
852,image: locus_21865.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(2 - Low Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a series of enclosures that suggest a complex of corrals. The lines and shapes in the terrain exhibit typical characteristics of corral boundaries. The surrounding areas appear to be less disturbed, indicating that the corrals might be in use or were recently used. The configuration aligns with several corral complexes seen in historical ranch settings."
853,image: locus_15294.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image displays multiple circular and oval enclosures, indicative of corrals. The visibility of distinct boundaries and shapes suggests a complex with several corral units, possibly used for livestock. The layout is consistent with known corral patterns, showing a clear distribution and separation of spaces, likely for different types of animals or purposes. There is an absence of significant residential structures, focusing the classification on the Corral type."
854,image: locus_20823.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows terraced sections with visible stone facing, commonly indicative of agricultural use. There seems to be a small cluster of structures near the terraces that may suggest domestic use or habitation. The terraces are well-defined, and the stonework appears consistent along the contour."
855,image: locus_13159.tif,locus_type_name: Unfortified settlement(1 - Very Low Confidence),locus_subtype_name: Isolated structure(1 - Very Low Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a distinct structure possibly used as a residence, surrounded by open farming land. The pathway leading towards the structure suggests accessibility for agricultural activities. The vegetation and terrain are consistent with a small farm setting. The terraced sections visible in the background may indicate historical or functional land adjustments for cultivation."
856,image: locus_25035.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image shows area with topographical variations indicative of sloping fields. Subtle linear features suggest the presence of terraces or cultivation lines. There may be small dwellings or architectural remnants that align with domestic use, although details are not sharply defined."
857,image: locus_27252.tif,locus_type_name: Unfortified settlement(2 - Low Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image reveals a complex of enclosures with curved boundaries, indicating a corral area. There are several circular and quadrangular shapes visible, suggesting multiple corrals. The presence of defined walls and separations implies these structures serve as livestock enclosures. The surrounding terrain appears to have been utilized for grazing, supporting the classification."
858,image: locus_29157.tif,locus_type_name: Agropastoral Infrastructure(2 - Low Confidence),locus_subtype_name: Corral(3 - Medium Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image displays a distinct complex of circular and semi-circular structures, which are indicative of corrals. The alignments suggest the presence of livestock holding areas, typical in corral designs. There are traces of interconnected walls that might signify a segmented layout, possibly used to separate different groups of animals."
859,image: locus_6726.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Isolated structure(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows subtle, layered patterns that might indicate basic terracing without visible stone faces. The absence of distinct features makes definitive categorization challenging. Some potential residential structures are dispersed, suggesting domestic usage in agricultural settings."
860,image: locus_14202.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,notes: The image shows a series of circular and semi-circular structures resembling corrals. The arrangement suggests animal enclosures with some variation in size. Sparse features across the landscape indicate a possible use for grazing or livestock management.
861,image: locus_7726.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Corral(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NULL,notes: 
862,image: locus_22081.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image shows a circular enclosure indicative of a corral structure, likely used for livestock. The presence of circular and rectangular outlines suggests it may also encompass other related structures or smaller compounds. The patterns of separation and enclosure align with typical corral features, with distinct boundary walls visible."
863,image: locus_24408.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a series of unfaced terraces that appear to follow the contour of the slopes. There is evidence of linear and curvilinear patterns suggesting terracing, but specific structures are unclear. Vegetation may be sparse or absent, indicating possible historical or current agricultural use."
864,image: locus_6598.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows an area with circular formations and scattered structural elements indicative of a corral. The surrounding landscape suggests the presence of domestic architectural features, possibly related to an agricultural or pastoral setup. The arrangement of elements and their proximity to one another is consistent with mixed-use residential and pastoral spaces."
865,image: locus_25260.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a series of circular and rectangular enclosures indicative of a corral complex. Some structures appear to have straight walls, suggesting possible refurbishments over time. The area seems to be used for grazing purposes, with paths leading to and from the site, indicating its connectivity with surrounding areas."
866,image: locus_22155.tif,locus_type_name: 5 - Very High Confidence;locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image reveals curved, linear patterns suggestive of unfaced earthen contour terracing, likely designed for agricultural purposes. There are also some clustered structures that might suggest a corral, indicating livestock management on the site. Overall, these features are typical of an area managed for both agriculture and animal husbandry."
867,image: locus_24185.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,notes: The image shows what appears to be segmented terracing with straight lines suggesting potential domestic architecture. The layout might represent a form of settlement or agricultural activity.
868,image: locus_7526.tif,locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence),locus_subtype_name: Corral(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NULL,notes: The image shows a large body of water indicative of a reservoir with adjacent areas that may support domestic architecture. The surrounding terrain displays signs of natural vegetation and possibly human-modified areas. The presence of straight lines could suggest boundaries or pathways.
869,image: locus_24293.tif,locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence),locus_subtype_name: Segmented terracing(2 - Low Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a relatively flat area with signs of structured lines and shapes that suggest possible settlement or residential features. There seem to be some indistinct forms of structures which may align with residential architecture, possibly domesticated living spaces. The arrangement is not clearly defined but indicates human activity or habitation. Due to the lack of distinct features, confidence remains medium."
870,image: locus_11839.tif,locus_type_name: 5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a complex network of walls forming multiple enclosed areas, typical of corrals. The structures are segmented and appear to have straight, visible boundaries suggesting livestock management. The arrangement does not indicate residential or ceremonial use."
871,image: locus_17951.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows areas of terracing and potential furrowed crop fields on a sloping terrain. There appear to be some scattered structures which may indicate domestic areas or small residential units. The arrangement suggests active land use, potentially for agriculture."
872,image: locus_21127.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Segmented terracing(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows terraced landscapes indicative of sloping fields, with potential remnants of domestic structures visible among the terraces. The presence of varying elevation levels and structured, linear divisions suggests agricultural activity tailored to the terrain."
873,image: locus_10216.tif,locus_type_name: 5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image displays a distinct elevation possibly indicating a hilltop location. The surrounding area appears sparse, suggesting minimal human activity, consistent with a ceremonial site. The darker patches could represent structures or pathways leading up to the pinnacle of the hill, indicative of ceremonial architecture. Vegetation is sparse, which aligns with an elevated terrain."
874,image: locus_5187.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Corral(2 - Low Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image shows a circular area that suggests the presence of a corral structure with surrounding grazed land. The distinct shape and relative isolation support this classification. A discernible pattern of paths or trails leading towards the structure is visible, indicating potential livestock movement."
875,image: locus_23474.tif,locus_type_name: Unfortified settlement(2 - Low Confidence),locus_subtype_name: Estancia(2 - Low Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a rounded structure that is enclosed, possibly indicating a corral. The surrounding area suggests open land that may be used for grazing. There are visible outlines of walls that suggest a distinct enclosed space typical of corrals."
876,image: locus_24662.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Isolated structure(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image depicts extensive contouring with no visible stone facings, typical of unfaced earthen terracing. The area shows distinct terraced lines which follow the natural slope of the terrain."
877,image: locus_11864.tif,locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence),locus_subtype_name: Corral(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image shows a circular enclosure with indications of straight, distinct wall lines. The area appears to have been used for managing livestock, possibly with a central open space. There are traces of possible additional smaller enclosures around the main feature."
878,image: locus_11227.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a single rectangular structure in an open area, possibly indicating a residential unit. Surrounding terrain appears mostly featureless, suggesting a solitary placement. The clear lines of the structure's walls provide a sense of organization typical of domestic architecture."
879,image: locus_26712.tif,locus_type_name: 5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a series of sloping fields with noticeable terracing patterns. There appears to be a small collection of structures at the top right, potentially indicating a residential area or domestic architecture. The terracing lines run across the slopes, and there is evidence of vegetation along some parts. The image suggests agricultural activity accompanied by domestic structures."
880,image: locus_18588.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image shows a clearly identifiable structure located away from other visible features, suggesting it is isolated. The structure has distinct rectangular boundaries that indicate domestic architecture. There also appears to be a circular feature nearby, possibly a corral or a similar enclosed space. The surrounding terrain shows signs of minor human modification, but no extensive terracing or additional structures are visible."
881,image: locus_28945.tif,locus_type_name: Agropastoral Infrastructure(2 - Low Confidence),locus_subtype_name: Corral(3 - Medium Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image shows irregular patterns that might indicate small agricultural plots, typical of a small farm setup. The shapes are indistinct, suggesting possible domestic architecture within these zones. The resolution and grayscale nature limit precise identification."
882,image: locus_21876.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image appears to show a corral with an oval structure, indicating enclosures for livestock. The surrounding area shows relatively flat terrain with some undistinguished features which may include pathways or minor landscape variations."
883,image: locus_6388.tif,locus_type_name: 3 - Medium Confidence;locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Settlement (general)(4 - High Confidence),feature_type_name: Plaza/patio,feature_subtype_name: Patio,"notes: The image shows terrain with visible slopes, possibly indicating terraced or cropped areas. There are some grouping patterns that suggest possible domestic structures aligned with the fields. Limited clear architectural features, but the layout suggests association with habitation areas near the cropped regions."
884,image: locus_11273.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a circular structure likely used for containing livestock, typical of corral complexes. The distinct shape and arrangement suggest an area designated for animal grazing, with possible remnants of straight, defining walls. There is also evidence of terrain depression, akin to pathways or livestock tracks, enhancing the identification as a corral area."
885,image: locus_6245.tif,locus_type_name: Residential structure;locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Isolated structure(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a distinct circular structure suggestive of a corral, with defined outer boundaries. The presence of paths or tracks leading to and from the structure indicates usage connected to animal husbandry. The surrounding areas appear to be grazing lands."
886,image: locus_11059.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a small enclosed area with indications of stock-keeping. The wall boundaries are faint but discernible, suggesting a possible corral setup. No significant structures besides the enclosure are visible."
887,image: locus_11302.tif,locus_type_name: Corral;locus_type_name: Unfortified settlement,locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows an area with distinct terracing patterns, likely used for agricultural purposes, suggesting segmented terracing. There are also circular formations indicative of corral-like structures, possibly used for livestock. The terracing appears well-defined though slightly eroded in some sections, indicating age."
888,image: locus_3950.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image displays a series of irregular contour lines across a sloped terrain, indicative of terracing. There are some unstructured formations that could suggest the remnants of domestic architecture, but they are not distinct. The terrain appears to have been altered for agricultural purposes, with apparent soil and vegetation differences along the contour lines."
889,image: locus_12491.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a circular structure that resembles a corral, possibly used for enclosing livestock. There are faint outlines suggesting other accompanying structures or remnants."
890,image: locus_5531.tif,locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence),locus_subtype_name: Corral(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image shows a distinct circular structure which appears to resemble a corral. The surrounding area seems relatively uniform with few additional features, suggesting a corral with minimal accompanying structures. The layout is consistent with other corral complexes observed in similar images. There is slight evidence of rectangular formations which could hint at minimal domestic architecture nearby."
891,image: locus_10424.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image displays a noticeable enclosed area that appears to be a corral structure. The layout is simple with straight boundary lines suggesting human-made features primarily used for livestock. The surrounding area shows sparse vegetation, typical of grazing zones."
892,image: locus_24331.tif,locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence),locus_subtype_name: Segmented terracing(2 - Low Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a large expanse of seemingly cultivated land with subtle contour lines indicative of sloping fields. There are no prominent structures visible, suggesting possible domestic usage rather than public or ceremonial architecture. The lack of distinct man-made features leads to uncertain classification within available feature categories."
893,image: locus_9884.tif,locus_type_name: Unfortified settlement(3 - Medium Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image shows a series of contour lines suggesting terracing, likely for agricultural use. The visibility of the terraces is somewhat unclear but they appear to be unfaced and earthen. There are also potential small-scale structures that might represent domestic architecture, possibly indicating residences or small settlements within the terraced areas."
894,image: locus_27613.tif,locus_type_name: 5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Waru Waru(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows distinct linear patterns etched into the landscape, indicative of surcos or furrows used for agriculture. There are some structures scattered throughout, possibly related to domestic architecture. The lines appear well-organized and cover a significant portion of the terrain, which suggests intensive land use or crop cultivation practices."
895,image: locus_24313.tif,locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence),locus_subtype_name: Segmented terracing(2 - Low Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a series of well-defined terraced fields with stone-facing, indicative of structured agricultural practices. There is evidence of some geometric shapes that may be linked to domestic structures, but they are not as clearly defined. The terracing pattern suggests a methodical approach to land use, possibly for crop cultivation on sloped terrain."
896,image: locus_2981.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Settlement (general),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a cluster of small structures spread across the landscape, indicative of a settlement with dispersed residential buildings. The layout and alignment suggest habitation areas, possibly with some communal or residential function. The terrain features contour lines suggesting terracing, which may have been used for agriculture."
897,image: locus_9583.tif,locus_type_name: Corral;locus_type_name: Unfortified settlement,locus_subtype_name: Estancia,feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a clearly defined circular structure, likely indicative of a corral used for containing livestock. The surrounding terrain appears to be open, possibly serving grazing purposes. No additional residential or ceremonial structures are evident in the immediate area."
898,image: locus_22658.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image displays elevated and rugged terrain, suggesting the presence of a significant natural feature. This could potentially be a hilltop or mountaintop area possibly used for ceremonial purposes. The lack of visible defined structures or agricultural layouts lower the confidence in a more precise determination."
899,image: locus_23290.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image shows distinct stone-faced terraces, indicating agricultural practices in the area. There are some structures that appear to be domestic, suggesting residential usage as part of a larger agrarian community. The terraces follow the contour of the land, allowing for effective water management."
900,image: locus_15031.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a series of terraced structures which appear to follow the contour of the land, likely used for agricultural purposes. The stone-facing is visible, indicating structured terracing work. There might be an area that resembles an open space or gathering area, though it's less distinct."
901,image: locus_27501.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Corral(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image shows a circular structure typical of a corral, surrounded by discontinuous wall remnants. The orientation suggests a livestock management area. The feature matches similar corrals observed in noted examples. Vegetation patterns also indicate usage aligned with animal movement and containment."
902,image: locus_21306.tif,locus_type_name: Unfortified settlement(2 - Low Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows distinct round and rectangular enclosures, suggesting the presence of an animal corral system. The enclosures appear to be interconnected, indicating a complex setup possibly for managing livestock. The features are located on a slightly sloping terrain. Based on the shape and arrangement, it's inferred to be a corral complex used historically for pastoral purposes."
903,image: locus_10799.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows extensive use of terracing across a sloped area, suggesting agricultural practices. The terracing lacks stone facing, indicating earthen construction. There is a possibility of low-density residential structures embedded within the terracing, which might point to domestic architecture, though details are not highly distinct."
904,image: locus_27459.tif,locus_type_name: 5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Waru Waru(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a distinct pattern of linear furrows arranged systematically, indicative of agricultural activity. The presence of some geometric shapes suggests possible domestic structures, although less pronounced. The furrow arrangements appear well-preserved, suggesting active or recent use."
905,image: locus_29335.tif,locus_type_name: Unfortified settlement(2 - Low Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,notes: The image shows a complex of corrals with multiple enclosures visible. The layout suggests a structure used for managing and enclosing livestock. The boundaries are defined by clearly visible walls that appear straight. No residential or ceremonial structures are evident in the immediate area.
