,id,locus,feature_type_name,notes
711,9738,5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows an area with distinct circular and linear patterns, indicative of corral structures. These features suggest organized enclosures possibly used for livestock management. The presence of straight lines could represent paths or simple boundary lines around the corral complex."
712,28663,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a structure with a distinct linear boundary, likely indicative of a corral. The shape appears to be relatively organized, suggesting the potential for animal management or containment. The surrounding area seems to be less developed, typical of grazing regions."
713,6240,Unfortified settlement(5 - Very High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a rounded pattern indicative of traditional corrals. The multiple enclosed areas suggest a complex, potentially used for livestock organization or management. The surrounding terrain indicates a possible grazing area. The structures appear to be consistent with those found in other known corral sites."
714,42043,4 - High Confidence;locus_type_name: Unfortified settlement(4 - High Confidence) -- Settlement (general)(4 - High Confidence),Domestic architecture -- Residential structure,"The image depicts a landscape characterized by sloping fields with visible segmentation, likely indicating agricultural activity such as terrace farming. Some linear features may suggest pathways or irrigation channels. The lack of distinct architectural details suggests mostly agricultural use rather than residential, but possible domestic structures could be inferred from subtle rectangular impressions."
715,14181,Unfortified settlement(2 - Low Confidence) -- Settlement (general)(2 - Low Confidence),Domestic architecture -- Residential structure,"The image displays a series of segmented terraced sections possibly used for agricultural purposes, visible on the hillsides. Several rectangular shapes, which could represent corrals, are present, indicating the likely presence of livestock. The proximity to water suggests irrigation potential."
716,41941,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows sloping fields with evidence of terracing, indicating agricultural activity. Near the top right, there are small rectangular structures that might represent simple domestic architecture or storage. The layout suggests historical land use possibly for farming and settlement."
717,11715,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Plaza/patio -- Patio,"The image shows a linear pathway cutting through an area with scattered vegetation and depressions. There is a discernible circular feature which may indicate a man-made structure, possibly a small isolated habitation or similar. The presence of a road or pathway suggests access to the area. Overall features are not sharply defined, leading to moderate confidence levels in the classification."
718,10339,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows multiple enclosed spaces, possibly for livestock, suggesting a corral complex. The arrangement appears organized with distinct boundaries. The surrounding areas are relatively barren, possibly indicating grazing areas nearby."
719,10946,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image appears to show a complex of corrals, with discernible straight walls forming enclosures. The structures seem well-defined, potentially indicating usage for livestock management. Two distinct areas suggestive of separate sectors could be observed. The overall clarity of the corral shapes supports the confidence level."
720,7069,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows two prominent circular enclosures which are typical of corral structures. The enclosures appear to be compact and are outlined by distinct boundaries, possibly indicating the presence of walls. The surrounding area is relatively open, suggesting a focus on livestock containment and grazing."
721,4966,Agropastoral Infrastructure(4 - High Confidence) -- Segmented terracing(4 - High Confidence),NULL -- NULL,"The image shows a pattern typical of furrowed crop fields. There are faint linear features that may indicate the presence of domestic architecture or foundations, but the details are unclear due to the resolution and image quality."
722,24786,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows an isolated structure with a distinguishable outline suggesting a corral. The surrounding area appears relatively featureless, further supporting the identification as an isolated structure with a single corral-like feature."
723,19666,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,The image shows an isolated structure that appears to be singular with some associated ambiguous patterns possibly indicating domestic architecture. The isolated nature and lack of surrounding complex structures suggest it might not be part of a larger settlement.
724,20360,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image depicts a sloped terrain with possible agricultural activity, characterized by contour lines suggesting terracing or furrows. Some irregular shapes in the bottom right may indicate corrals or similar enclosures typical in grazing areas."
725,11698,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows areas with slight elevation changes, which might indicate agricultural use. There are no distinct shapes or patterns indicating residential or corral-like structures, leading to some uncertainty in classification."
726,6276,Unfortified settlement(5 - Very High Confidence) -- Settlement (general)(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a series of quadrangular structures dispersed across the terrain, indicating a general settlement with residential units. The pattern and alignment suggest organized domestic architecture, possibly including storage areas. Notably, the structures are set within a terrain that appears partially terraced or segmented, which may support small-scale agriculture or pasture."
727,26917,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image depicts a collection of structures that appear to be part of a settlement, with visible outlines of buildings. The pattern suggests a loosely grouped arrangement typical of domestic settings. The structures are distributed around what might be paths or former pathways, hinting at organized habitation."
728,3428,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image displays an area with distinguishable linear patterns indicative of furrowed fields, possibly used for agriculture. The presence of pathways suggests some form of human utilization or connection to nearby structures. The overall pattern suggests land modification for cultivation, typical of furrow-based agriculture."
729,24078,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image depicts an area characterized by gently sloping fields, potentially used for agriculture. There are scattered structures visible that may indicate domestic use. The presence of irregular patterns in the terrain suggests historic or modified usage, potentially indicative of ancient cultivation techniques or settlements."
730,23299,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a landscape with faint patterns suggesting segmentation, possibly indicating segmented terracing. Scattered formations may resemble corrals but lack clarity. The terrain appears uneven, likely due to natural elements or historical modifications. The faintness of patterns makes decisive classification challenging."
731,23780,Unfortified settlement(4 - High Confidence) -- Isolated structure(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image displays areas of terracing on sloped ground, indicating unfaced earthen contour terraces likely used for agriculture. There are also subtle indications of potential domestic structures, though not prominently visible, suggesting possible habitation or usage of the area."
732,5229,3 - Medium Confidence;locus_type_name: Unfortified settlement(4 - High Confidence) -- Settlement (general)(4 - High Confidence),Plaza/patio -- Patio,"The image appears to have subtle contour lines suggestive of unfaced earthen terracing. There are signs of structure that might indicate domestic uses, but clarity is low."
733,5036,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Other domestic structure,"The image shows a distinct arrangement of circular and rectangular enclosures. These are likely corrals used for livestock, evident from the enclosed areas with clear boundaries. The rectangular shape suggests possible contemporary or recent modifications to the original structures."
734,24587,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image appears to show a complex of corral structures with distinct boundaries and potential grazing areas. There is a mix of large and small enclosures, possibly used for different types of livestock management. The presence of straight and segmented boundary lines suggests organized spatial planning."
735,24158,Agropastoral Infrastructure(3 - Medium Confidence) -- Terracing Unclear Dressing(2 - Low Confidence),NULL -- NULL,"The image shows a grid of lines indicative of furrowed crop fields, suggesting past agricultural activity. There appear to be shapes resembling enclosures, possibly corrals, dispersed throughout the area indicating livestock management. Vegetation growth patterns might have impacted the visibility of these features."
736,21585,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image displays rectangular structures with clear outlines, suggesting isolated buildings potentially used for habitation. The structures appear to be solitary with no immediate clustering."
737,24477,Agropastoral Infrastructure(5 - Very High Confidence) -- Segmented terracing(5 - Very High Confidence),NULL -- NULL,"The image displays distinct furrow patterns likely indicative of agricultural activity. The differential texture suggests possible remnants of small-scale domestic features interspersed within the furrows, though clarity is limited. The alignment and consistency in the furrows' appearance provide strong evidence towards their purpose for cultivation, with possible older architectural foundations in between."
738,13179,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(3 - Medium Confidence),Corral -- NULL,"The image indicates an arrangement of interconnected structures with circular and rectangular formations, typical of a corral layout. The pattern suggests multiple enclosed areas that may have served as livestock enclosures. The surrounding terrain shows some elevation changes which could be natural boundaries for grazing. The visibility of the structures is clear, indicating well-preserved or recently maintained state."
739,11738,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Plaza/patio -- Patio,"The image shows a structured layout with identifiable enclosed areas suggesting a corral complex for livestock. The rectangular and circular formations indicate spaces possibly used for animal containment. The presence of walls is observed, hinting at the organizational structure typical of corrals."
740,29311,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a distinct circular structure suggestive of a corral. The structure appears isolated with no immediate adjacent buildings, indicating it might be an isolated structure used for animal enclosures. The clarity of the walls suggests it might still be in decent condition."
741,23305,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,
742,24738,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a layout consistent with small-scale farming activities. There are distinct rectangular patterns which suggest structures or boundaries indicative of corrals. The surrounding area shows natural land cover with possible paths or small trails. The observed setup aligns well with practices often found in isolated farming areas, especially given the presence of cleared sections amidst vegetation."
743,12159,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows enclosed areas likely used for livestock, with some adjacent smaller structures. These may suggest a complex designed for managing animals. The presence of defined boundaries with a relatively natural landscape indicates probable pastoral use."
744,10958,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a single distinct quadrilateral structure, likely indicative of an isolated habitation or storage unit. Surrounding terrain appears relatively flat with sparse vegetation, typical of open or agricultural lands."
745,5192,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a large area with terraced or sloping fields. Vegetation appears sporadic, suggesting grazing or agricultural activity. Some linear features may indicate boundaries or paths, suggesting possible enclosures or corrals, although not clearly defined."
746,7450,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image depicts a landscape with sloping fields possibly indicative of agricultural use. There are patterns that suggest furrowed crop fields, with some unclear features that could potentially be domestic structures. The terrain appears segmented with visible lines that may mark boundaries or pathways."
747,3442,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image displays a gently sloping terrain with potential signs of contour farming. There are subtle linear formations possibly indicative of unfaced earthen terraces. The lack of distinct structural outlines reduces the confidence in accurately identifying architectural features. If any domestic structures exist, they are difficult to discern due to the image's resolution."
748,14798,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image reveals the presence of a rectangular enclosure, which appears to be a corral possibly used for livestock. The surrounding terrain has some visible linear features suggesting boundaries or old pathways. The isolated structure's visibility indicates historical or occasional use, suggesting an isolated rural setting."
749,11042,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows the outlines of a few rectangular structures positioned near each other, possibly indicating remnants of an isolated residential unit. The structures appear to be enclosed by straight, thin walls, suggesting domestic architecture amidst a largely barren area."
750,15862,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows a series of parallel lines indicative of furrowed fields, suggesting agricultural activity. Structures are not distinctly visible, but there might be faint traces of man-made formations indicating possible domestic usage."
751,17897,Unfortified settlement(2 - Low Confidence) -- Settlement (general)(2 - Low Confidence),Domestic architecture -- Residential structure,"The image shows a dispersed arrangement of structures, suggestive of a general settlement. There are visible straight lines and rectangular formations typical of domestic architecture. The area appears to contain multiple units, possibly indicating residential purposes. Vegetation around the structures suggests agricultural use in proximity."
752,4770,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows distinct lines likely representing stone faced contour terraces on a slope. There are some rounded structures, possibly corrals, interspersed between these terraces. The terrace layout suggests manual landscaping, and the presence of small defined areas suggests potential usage for both agriculture and animal enclosures."
753,27356,Agropastoral Infrastructure(2 - Low Confidence) -- Corral(3 - Medium Confidence),Corral -- NULL,"The image displays a network of furrows that appear to be indicative of agricultural activity, suggesting the presence of fields under cultivation. There are also subtle indications of linear structures potentially relating to domestic areas, though they are not distinctly identifiable. The terrain seems mostly undeveloped aside from these agricultural features."
754,12201,Unfortified settlement(3 - Medium Confidence) -- Settlement (general)(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a dense cluster of buildings suggesting a settled area, possibly a village or small town. The layout indicates organized residential units with visible pathways between structures, consistent with domestic architecture. The presence of varied building sizes and shapes might indicate a mix of residential and communal spaces."
755,23052,Residential structure;locus_type_name: Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a structure that resembles a corral complex, with distinct enclosures visible along what appears to be a linear contour. The lighter areas may suggest recent use or maintenance. The surrounding terrain looks uneven, possibly hinting at grazing fields or sloping pastures."
756,9122,4 - High Confidence;locus_type_name: Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows distinct terraced structures indicating segmented terracing. The architecture appears to be dispersed, suggesting domestic use, but lacks prominent ceremonial or public structures. Some sections have unclear boundaries due to erosion or overgrowth, making detailed classification challenging."
757,21242,Agropastoral Infrastructure(5 - Very High Confidence) -- Segmented terracing(5 - Very High Confidence),NULL -- NULL,"The image shows a pattern of linear features indicative of agricultural furrows, possibly used for crop cultivation. The surrounding area lacks clear architectural structures, suggesting a focus on agricultural activity. The clarity of the furrows supports the classification, though details are sparse."
758,28176,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a cluster of structures that appear to be part of a settlement. There are rectangular and possibly circular formations, indicating dispersed residential units. The surrounding terrain has visible, irregular surface features that could denote past human activity or natural formations. The image suggests habitation or activity centers with varied architecture."
759,8654,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a central area with some scattered structures indicative of a small settlement. The structures resemble foundations or remnants of domestic buildings with some circular patterns suggesting possible residential units. Terrain features and alignment hint at previous human habitation, with faint outlines of pathways or boundaries."
760,4452,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image displays a large area with gentle slopes and some terracing visible at the top. The presence of scattered vegetation suggests agricultural activity. Few discernible structures, but the terrain appears modified for farming purposes. Some sections might include basic domestic structures near the terraced areas."
761,13520,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows a circular enclosure likely used for livestock, situated in a semi-arid landscape. The enclosure appears prominently against the surrounding terrain, characterized by sparse vegetation."
762,20176,Agropastoral Infrastructure(3 - Medium Confidence) -- Stone faced contour terraces(4 - High Confidence),Domestic architecture -- Residential structure,"The image exhibits well-defined stone faced contour terraces, suggesting historic agricultural practices. There appears to be some rectangular structures possibly indicating domestic architecture associated with agricultural activities."
763,27810,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Plaza/patio -- Patio,"The image reveals a central area with multiple irregularly shaped structures, suggesting a settlement. The density and layout of the structures indicate domestic architecture, possibly with diverse residential units. The pattern of paths or roads nearby could imply community connectivity or access routes."
764,20395,Residential structure;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),Domestic architecture -- Residential structure;locus_type_name: Agropastoral Infrastructure,"The image shows a complex pattern that resembles a corral layout with rectangular and circular enclosures, suggesting usage for livestock management. The formations appear distinct and somewhat weathered, indicating historical or prolonged use. There are also visible linear structures that could be pathways or walls bisecting the corrals."
765,16908,5 - Very High Confidence;locus_type_name: Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a small set of structures with clear rectangular formations, suggesting domestic architecture. The structures appear isolated, possibly indicating a standalone residence or farmhouse in a rural setting. The area surrounding the structures shows evidence of agricultural or grazing use, with paths or furrows visible in the vicinity."
766,27787,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows furrowed patterns across the landscape, potentially indicating agricultural activity. There are some ambiguous outlines that could suggest small domestic structures but are not clearly defined."
767,24906,Agropastoral Infrastructure(2 - Low Confidence) -- Segmented terracing(2 - Low Confidence),NULL -- NULL,"The image displays segmented terracing, possibly for agricultural purposes. There are also visible grid-like patterns suggesting domestic architecture, with possible pathways connecting different areas."
768,5085,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image reveals a circular structure consistent with a corral formation. Surrounding paths suggest this area might have been used for animal movement or grazing. The structure's form is clear, though slightly eroded edges indicate it may be older. Sparse vegetation patterns align with possible grazing use of the land."
769,6040,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image displays a notable pattern of parallel furrows, suggesting a historical agricultural setup. There are faint indications of possible domestic or small agricultural structures interspersed among the furrows. This hints at a traditional farming area where some domestic activity may have occurred alongside farming operations. The furrow patterns indicate systematic planting approaches used historically."
770,14800,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a rounded structure, likely indicative of a corral, set in a grassy and uneven terrain. The surroundings do not show prominent residential clusters, suggesting isolated domestic use. The presence of a circular pattern amidst scattered vegetation suggests historical domestic activity linked with animal enclosure."
771,26152,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,The image shows a circular enclosure likely used as a corral. The boundary is defined with faint but discernible lines suggesting an area for livestock. Scattered ground texture suggests light use or abandonment.
772,42046,Agropastoral Infrastructure(5 - Very High Confidence) -- Stone faced contour terraces(5 - Very High Confidence),NULL -- NULL,"The image depicts stone-faced contour terraces, evident from the linear patterns and contour alignment. The central area might have domestic architecture, as seen in the clustered structures. The terraces are well-defined along the contours, indicating agricultural activity. Some possible settlement structure can be identified, but details are unclear."
773,14072,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a series of circular structures possibly indicating a corral area used for grazing or livestock management. There are patterns suggesting human activity and habitation, aligning with domestic architecture often connected to agricultural or pastoral functions."
774,21661,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows darker areas suggesting enclosed spaces likely used for livestock, with some rectangular patterns indicating corrals. The land features appear to be somewhat obscured by natural vegetation, but the presence of defined boundaries is notable."
775,9462,Residential structure;locus_type_name: Unfortified settlement -- Estancia,Domestic architecture -- Residential structure,"The image shows a distinct demarcation between darker vegetation cover and lighter areas, suggesting sloping fields that might be agricultural. The visible lines could indicate furrows or terraces, but it's ambiguous without clearer distinction. No prominent architectural features observed, but the cleared space could imply a communal or ceremonial use like a plaza patio."
776,23182,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a pattern of linear features consistent with agricultural activities. These appear as furrows, indicating potential crop fields. Some dispersed structures suggest possible domestic use, but details are unclear due to resolution."
777,14200,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image displays a series of enclosures suggesting a corral complex, with distinctive wall outlines indicating partitions. The structures are grouped closely, typical of areas used for livestock enclosure. The geographic patterns and size indicate possible agricultural or pastoral uses. Although the image resolution limits definitive identification, the layout strongly supports the presence of corral features."
778,21638,Agropastoral Infrastructure(5 - Very High Confidence) -- Segmented terracing(5 - Very High Confidence),NULL -- NULL,"The image depicts terracing structures that suggest land modification for agricultural purposes. The formations are consistent with unfaced earthen contour terracing, which is seen in various regions for soil conservation and crop cultivation. The presence of flat, possibly open areas suggests a plaza patio, although details are not highly distinct, lowering confidence slightly in this classification."
779,26674,Agropastoral Infrastructure(4 - High Confidence) -- Segmented terracing(4 - High Confidence),NULL -- NULL,"The image shows a series of parallel lines and patterns that resemble furrowed fields. The upper region features some irregular shapes that might indicate the presence of a large organized space, akin to a plaza or open area. The patterns suggest active agricultural practices. The clarity of the furrows indicates human activity and possible farming."
780,4721,Agropastoral Infrastructure(5 - Very High Confidence) -- Stone faced contour terraces(3 - Medium Confidence),NULL -- NULL,"The image predominantly shows a pattern of parallel and intersecting lines indicative of furrowed fields, typically used for agriculture. The terrain appears to be mostly cleared and organized in systematic rows, lacking prominent structures that correlate with feature labels. The presence of structured lines suggests agrarian activity, with limited visible architectural features."
781,24504,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(3 - Medium Confidence),Corral -- NULL,"The image shows multiple circular patterns that suggest the presence of several corral structures. The area seems to be dedicated to livestock management, with minimal linear elements indicating manmade boundaries. The density and placement of these features also highlight the likelihood of this being a structured corral complex."
782,17524,Unfortified settlement(5 - Very High Confidence) -- Settlement (general)(5 - Very High Confidence),Corral -- NA,"The image displays a cluster of rectangular and possibly quadrangular structures, suggesting a settlement with residential units. The arrangement and distribution of these structures indicate they might have been used for domestic purposes. The area appears to be connected by visible pathways, which could imply community organization."
783,24742,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image exhibits a circular formation with a distinct boundary that suggests a corral structure, potentially used for grazing livestock. There are faint traces of additional linear structures to the south, indicating possible pathways or boundaries. The corral is accompanied by some irregularly shaped areas suggesting human modification or natural features enhancing its use."
784,14791,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows rounded and some partially straight structures scattered across the terrain, with multiple circular enclosures suggestive of corrals. The terrain seems slightly uneven with some visible lines that could represent boundaries. The presence of enclosures set apart from other structures hints at grazing areas typically associated with corrals."
785,7343,Unfortified settlement(3 - Medium Confidence) -- Isolated structure(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a series of sloping fields with visible furrows or terracing, suggesting agricultural use. The terraced appearance aligns with hillside or sloped land management techniques. No distinct built structures or architectural features are evident, so classification into provided feature types is challenging."
786,16762,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows an oval-shaped enclosure with what appears to be a boundary wall. There's a distinct square structure to the southeast, which might indicate accompanying facilities or a domestic space associated with the corral. The surrounding area is relatively clear, suggesting it may be used for grazing or other agricultural activities. The identification of the corral and additional square structure fits with patterns seen in corral complexes."
787,27896,Agropastoral Infrastructure(4 - High Confidence) -- Corral(3 - Medium Confidence),Corral -- NULL,"The image shows a rectangular enclosed area likely used as a structure with stone-faced features. The presence of contour lines indicates possible terracing, with limited visible vegetation or farming. The central rectangular shape suggests domestic use, possibly remnants of walls or foundation bases."
788,24635,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(3 - Medium Confidence),Corral -- NULL,"The image shows a circular structure with a clear boundary indicative of a corral. There appears to be some minor interior partitioning, suggesting different functional zones within the corral."
789,25743,Agropastoral Infrastructure(2 - Low Confidence) -- Stone faced contour terraces(2 - Low Confidence),NULL -- NULL,"Subtle linear patterns suggesting cultivation or terracing activities are present; features are not prominent, indicating possible past human activity on sloped terrain."
790,26028,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows a small, isolated cluster of structures. The overall arrangement suggests possible residential use, with clear outlines indicating walls or building remnants. Located near a winding path, the structures could be remnants of a settlement or a stand-alone residence."
791,7928,Corral;locus_type_name: Unfortified settlement -- Estancia,Domestic architecture -- Residential structure,"The image shows a pattern of parallel lines indicative of furrowed crop fields. Some scattered structures suggest potential domestic architecture in association with agricultural activity. The features are somewhat faint, leading to medium confidence in the feature classification."
792,11678,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a complex of interconnected rectangular and curved enclosures, indicative of a large corral system. Some sections appear to be more eroded, and pathways between enclosures suggest active use."
793,6994,Corral;locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image appears to show a structure resembling a corral with enclosing walls, possibly used for livestock. The surroundings suggest agricultural activities with visible contour patterns, which might indicate terracing or cultivation. The structure's shape and wall outlines are distinct, allowing for a confident classification."
794,6290,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a distinct enclosed structure that appears to be a corral. It is likely used for animal containment, evidenced by the visible perimeter of walls forming a closed area. The surrounding landscape is relatively flat, suggesting open grazing areas. No other discernible residential or ceremonial structures are visible."
795,3834,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image reveals a series of stone faced contour terraces, typical of agricultural management practices. The terraces are clearly defined and follow the natural contours of the land, indicating sophisticated landscape modification. There is a suggestion of larger, possibly ceremonial structures, though specifics are unclear due to image resolution."
796,9216,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows a set of enclosures, possibly used for livestock. The structures appear to form a complex with clear, defined walls. The location of these structures suggests usage as a corral, specifically for grazing or agricultural purposes."
797,27420,5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Waru Waru(5 - Very High Confidence),NULL -- NULL,"The image shows a series of parallel lines that are indicative of agricultural furrows used for crop cultivation. The visibility of these features suggests well-maintained surcos. There are few isolated structures that might hint at some form of domestic usage, although this is not very clear."
798,42004,4 - High Confidence;locus_type_name: Unfortified settlement(5 - Very High Confidence) -- Settlement (general)(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a network of segmented terraces indicative of agricultural activity, with some structure formations that could suggest ceremonial purposes. The terracing is prominently visible, and some areas appear to have been used for community gatherings or ceremonies."
799,27516,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows a distinct circular feature that could represent a traditional corral. The surrounding area appears to be open terrain, possibly used for livestock grazing. A clear path or road is visible, intersecting nearby, which may indicate access routes for herding. The presence of other circular formations suggests a complex of corrals."
800,9940,Agropastoral Infrastructure(3 - Medium Confidence) -- Stone faced contour terraces(3 - Medium Confidence),NULL -- NULL,"The image displays parallel linear patterns indicative of furrowed crop fields. The lines are consistent in width and spacing, suggesting agricultural activity. However, there are faint markings that could suggest some form of domestic architecture, but it is not clear due to the resolution and ambiguity in the image."
801,26238,3 - Medium Confidence;locus_type_name: Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows several structures with rounded and rectangular outlines, indicative of a corral complex. The arrangement suggests areas designated for livestock containment and possibly a few auxiliary structures. This corresponds to patterns typical for holding livestock, with distinct separation that forms a corral system."
802,8982,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image depicts a circular structure suggesting a corral formation. Its size and orientation indicate possible use for livestock containment. The surrounding terrain shows signs of wear, likely due to consistent animal activity. No visible residential structures connected to the corral are observed."
803,22142,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows what appears to be an enclosed oval structure, indicative of a corral. The layout suggests usage related to animal confinement. The boundary lines are faint but distinct, possibly due to weathering or age. Surrounding terrain is relatively flat with no other significant structures visible."
804,9093,4 - High Confidence;locus_type_name: Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image displays parallel lines consistent with earthen contour terracing, suggesting agricultural practices. There's no strong evidence of significant structures, indicating limited domestic activity. The uniformity of terracing suggests it is primarily used for soil conservation and water management."
